"ClaimID","Remove","ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"13862584","","9780201258288","AuthorsNamesList","Bernard M. Moret","Papamedia.com","null"
"13862585","","9780201258288","AuthorsNamesList","Bernard Moret","Revaluation Books","null"
"13862586","","9780805301434","AuthorsNamesList","J. Glenn Brookshear","Keen Northwest","null"
"13862587","","9780805301434","AuthorsNamesList","Brookshear, J. Glenn","Telegraph Books","null"
"13862588","","9780805301434","AuthorsNamesList","Brookshear, J. Glenn.","Marbus Farm Books","null"
"13862589","","9780805301434","AuthorsNamesList","J. Glenn Brookshea,","Bookmantra.com","null"
"13862590","","9780805301434","AuthorsNamesList","J. Glenn Brookshea,","Bookmantra.com","null"
"13862591","","9780805301434","AuthorsNamesList","J. Glenn Brookshear","Anaximander's Bookshelf","null"
"13862592","","9780201029888","AuthorsNamesList","Hopcroft, John E.","bingobooks2","null"
"13862593","","9780201029888","AuthorsNamesList","Hopcroft, John E","TranceWorks","null"
"13862594","","9780201029888","AuthorsNamesList","Hopcroft, John E.","bingobooks2","null"
"13862595","","9780201029888","AuthorsNamesList","Hopcroft, John E.","Thomas E Franklin","null"
"13862596","","9780201029888","AuthorsNamesList","Ullman, Jeffrey D.,","Bookmantra.com","null"
"13862597","","9780201029888","AuthorsNamesList","Ullman, Jeffrey D.,","Bookmantra.com","null"
"13862598","","9780201029888","AuthorsNamesList","John E. Hopcroft","A1Books","null"
"13862599","","9780201029888","AuthorsNamesList","Hopcroft,John and Jeffrey Ullman","Ted George","null"
"13862600","","9780201029888","AuthorsNamesList","Hopcroft, John E. Ullman Jeffrey D.","Alexandria Books","null"
"13862601","","9780321410139","AuthorsNamesList","Christopher Fox, Christopher John Fox","HTBOOK","null"
"13862602","","9780321410139","AuthorsNamesList","Christopher Fox, Christopher John Fox","HTBOOK","null"
"13862603","","9780321410139","AuthorsNamesList","Christopher Fox, Christopher John Fox","HTBOOK","null"
"13862604","","9780321410139","AuthorsNamesList","Christopher Fox, Christopher John Fox","HTBOOK","null"
"13862605","","9780321410139","AuthorsNamesList","Christopher Fox","BookHolders","null"
"13862606","","9780321410139","AuthorsNamesList","Christopher Fox","BookHolders","null"
"13862607","","9780321410139","AuthorsNamesList","Christopher Fox","Caiman","null"
"13862608","","9780321410139","AuthorsNamesList","Fox","textbooksNow","null"
"13862609","","9780321410139","AuthorsNamesList","Fox, Christopher","Browns Books","null"
"13862610","","9780321410139","AuthorsNamesList","FOX, CHRISTOPHER","Quartermelon","null"
"13862611","","9780321410139","AuthorsNamesList","FOX, CHRISTOPHER","Mellon's Books","null"
"13862612","","9780321410139","AuthorsNamesList","Fox, Christopher","Indoo.com","null"
"13862613","","9780321410139","AuthorsNamesList","Fox, Christopher","TheBookCom","null"
"13862614","","9780321410139","AuthorsNamesList","Fox","Bobs Books","null"
"13862615","","9780321410139","AuthorsNamesList","FOX, CHRISTOPHER","Stratford Books","null"
"13862616","","9780321410139","AuthorsNamesList","Fox, Christopher","TheBookCom","null"
"13862617","","9780321410139","AuthorsNamesList","Christopher Fox , James Madison University","Books Down Under","null"
"13862618","","9780321410139","AuthorsNamesList","Fox, Christopher","Versandantiquariat Robert A. Mueller","null"
"13862619","","9780321410139","AuthorsNamesList","Christopher Fox , James Madison University","Bobs Books","null"
"13862620","","9780321410139","AuthorsNamesList","Fox, Christopher","THESAINTBOOKSTORE","null"
"13862621","","9780321410139","AuthorsNamesList","Fox, Christopher","Revaluation Books","null"
"13862622","","9780321410139","AuthorsNamesList","Fox, Christopher","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13862623","","9780321410139","AuthorsNamesList","Christopher Fox","The Book Depository","null"
"13862624","","9780321410139","AuthorsNamesList","Fox, Christopher","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13862625","","9780321410139","AuthorsNamesList","FOX, CHRISTOPHER","Bobs Books","null"
"13862626","","9780321410139","AuthorsNamesList","Christopher Fox","Bobs Books","null"
"13862627","","9780321410139","AuthorsNamesList","Fox, Christopher","Limelight Bookshop","null"
"13862628","","9780321313799","AuthorsNamesList","Ian Sommerville","International Books","null"
"13862629","","9780321313799","AuthorsNamesList","Sommerville, Ian","ProService","null"
"13862630","","9780321313799","AuthorsNamesList","Sommerville, Ian","Bookworms, Inc.","null"
"13862631","","9780321313799","AuthorsNamesList","SOMMERVILLE","www.textbooksrus.com","null"
"13862632","","9780321313799","AuthorsNamesList","Ian Sommerville","BookHolders","null"
"13862633","","9780321313799","AuthorsNamesList","Ian Sommerville","BookHolders","null"
"13862634","","9780321313799","AuthorsNamesList","Sommerville, Ian","The E","null"
"13862635","","9780321313799","AuthorsNamesList","Sommerville, Ian","happybook","null"
"13862636","","9780321313799","AuthorsNamesList","Sommerville, Ian","flybookstore","null"
"13862637","","9780321313799","AuthorsNamesList","Ian Sommerville","TextbookXPres","null"
"13862638","","9780321313799","AuthorsNamesList","Ian Sommerville","Bunches of Books","null"
"13862639","","9780321313799","AuthorsNamesList","SOMMERVILLE","www.textbooksrus.com","null"
"13862640","","9780321313799","AuthorsNamesList","Sommerville, Ian","eCampus.com","null"
"13862641","","9780321313799","AuthorsNamesList","Sommerville, Ian","Bookworms, Inc.","null"
"13862642","","9780321313799","AuthorsNamesList","SOMMERVILLE","Textbooks For Less","null"
"13862643","","9780321313799","AuthorsNamesList","Sommerville, Ian","Collegebooksdirect.com","null"
"13862644","","9780321313799","AuthorsNamesList","SOMMERVILLE","www.textbooksrus.com","null"
"13862645","","9780321313799","AuthorsNamesList","SOMMERVILLE","Textbooks For Less","null"
"13862646","","9780321313799","AuthorsNamesList","Sommerville, Ian","brandnewtextbooks","null"
"13862647","","9780321313799","AuthorsNamesList","Sommerville, Ian","Orca Books","null"
"13862648","","9780321313799","AuthorsNamesList","Sommerville, Ian","brandnewtextbooks","null"
"13862649","","9780321313799","AuthorsNamesList","Sommerville, Ian","brandnewtextbooks","null"
"13862650","","9780321313799","AuthorsNamesList","Sommerville, Ian","brandnewtextbooks","null"
"13862651","","9780321313799","AuthorsNamesList","Sommerville, Ian","brandnewtextbooks","null"
"13862652","","9780321313799","AuthorsNamesList","Sommerville, Ian","Alinonline","null"
"13862653","","9780321313799","AuthorsNamesList","Ian Sommerville","Sandy Chong","null"
"13862654","","9780321313799","AuthorsNamesList","Ian Sommerville","Sandy Chong","null"
"13862655","","9780321313799","AuthorsNamesList","Sommerville, Ian","eCampus.com","null"
"13862656","","9780321313799","AuthorsNamesList","Sommerville, Ian","eCampus.com","null"
"13862657","","9780321313799","AuthorsNamesList","Sommerville, Ian","AshleyJohnson","null"
"13862658","","9780321313799","AuthorsNamesList","Sommerville, Ian","Bookbyte / Norwest Textbooks","null"
"13862659","","9780321313799","AuthorsNamesList","SOMMERVILLE","CollegeTextbookBin.com","null"
"13862660","","9780321313799","AuthorsNamesList","Sommerville, Ian","Browns Books","null"
"13862661","","9780321313799","AuthorsNamesList","Sommerville, Ian","Caiman","null"
